INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1986-082F","17065","ROCKET BODY","SL-12 R/B(2)","CIS","1986-10-25","TTMTR","","1475.46","14.72","36674","36433","","","0","LARGE","7286","1986","82","F","Y","SL-12 R/B(2)","1986-082F","17065"
"1986-090A","17083","PAYLOAD","GORIZONT 13","CIS","1986-11-18","TTMTR","","1488.75","15.16","36888","36734","","","0","LARGE","7289","1986","90","A","Y","GORIZONT 13","1986-090A","17083"
"1986-090D","17125","ROCKET BODY","SL-12 R/B(2)","CIS","1986-11-18","TTMTR","","1434.81","13.64","35805","35718","","","0","LARGE","7289","1986","90","D","Y","SL-12 R/B(2)","1986-090D","17125"
"1986-096A","17181","PAYLOAD","FLTSATCOM 7 (USA 20)","US","1986-12-05","AFETR","","1455.56","14.44","36335","35999","","","0","LARGE","7288","1986","96","A","Y","FLTSATCOM 7 (USA 20)","1986-096A","17181"
"1987-022A","17561","PAYLOAD","GOES 7","US","1987-02-26","AFETR","","1441.48","14.82","35929","35855","","","0","LARGE","7289","1987","22","A","Y","GOES 7","1987-022A","17561"
"1987-022F","28520","ROCKET BODY","GOES 7 AKM","US","1987-02-26","AFETR","","1457.94","13.89","40706","31720","","","0","MEDIUM","7289","1987","22","F","Y","GOES 7 AKM","1987-022F","28520"
"1987-028D","17705","ROCKET BODY","SL-12 R/B(2)","CIS","1987-03-19","TTMTR","","1441.96","14.54","36028","35775","","","0","LARGE","7287","1987","28","D","Y","SL-12 R/B(2)","1987-028D","17705"
"1987-029A","17706","PAYLOAD","AGILA 1 (PALAPA B2P)","RP","1987-03-20","AFETR","","1441.23","15.12","35924","35850","","","0","LARGE","7289","1987","29","A","Y","AGILA 1 (PALAPA B2P)","1987-029A","17706"
"1987-040A","17969","PAYLOAD","GORIZONT 14","CIS","1987-05-11","TTMTR","","1474.50","14.38","36653","36417","","","0","LARGE","7289","1987","40","A","Y","GORIZONT 14","1987-040A","17969"
"1987-070A","18316","PAYLOAD","KIKU 5 (ETS 5)","JPN","1987-08-27","TNSTA","","1449.64","14.94","36102","36001","","","0","LARGE","7288","1987","70","A","Y","KIKU 5 (ETS 5)","1987-070A","18316"
"1987-073A","18328","PAYLOAD","EKRAN 16","CIS","1987-09-03","TTMTR","","1492.46","15.26","36901","36865","","","0","LARGE","7288","1987","73","A","Y","EKRAN 16","1987-073A","18328"
"1987-073D","18331","ROCKET BODY","SL-12 R/B(2)","CIS","1987-09-03","TTMTR","","1420.33","13.07","35556","35399","","","0","LARGE","7289","1987","73","D","Y","SL-12 R/B(2)","1987-073D","18331"
"1987-078A","18350","PAYLOAD","OPTUS A3 (AUSSAT 3)","AUS","1987-09-16","FRGUI","","1455.90","14.87","36220","36127","","","0","LARGE","7287","1987","78","A","Y","OPTUS A3 (AUSSAT 3)","1987-078A","18350"
"1987-078B","18351","PAYLOAD","EUTE 1-F4 (ECS 4)","EUTE","1987-09-16","FRGUI","","1459.10","15.29","36304","36168","","","0","LARGE","7289","1987","78","B","Y","EUTE 1-F4 (ECS 4)","1987-078B","18351"
"1987-084A","18384","PAYLOAD","COSMOS 1888","CIS","1987-10-01","TTMTR","","1436.72","13.81","35813","35785","","","0","LARGE","7289","1987","84","A","Y","COSMOS 1888","1987-084A","18384"
"1987-084D","18387","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-01","TTMTR","","1439.13","13.92","35948","35744","","","0","LARGE","7289","1987","84","D","Y","SL-12 R/B(2)","1987-084D","18387"
"1987-091A","18443","PAYLOAD","COSMOS 1894","CIS","1987-10-28","TTMTR","","1434.47","13.81","35779","35730","","","0","LARGE","7289","1987","91","A","Y","COSMOS 1894","1987-091A","18443"
"1987-091D","18446","ROCKET BODY","SL-12 R/B(2)","CIS","1987-10-28","TTMTR","","1437.68","13.83","35885","35750","","","0","LARGE","7288","1987","91","D","Y","SL-12 R/B(2)","1987-091D","18446"
"1987-095A","18570","PAYLOAD","TVSAT 1","GER","1987-11-21","FRGUI","","1455.74","14.16","36436","35905","","","0","LARGE","7288","1987","95","A","Y","TVSAT 1","1987-095A","18570"
"1987-096A","18575","PAYLOAD","COSMOS 1897","CIS","1987-11-26","TTMTR","","1436.08","13.96","35831","35742","","","0","LARGE","7289","1987","96","A","Y","COSMOS 1897","1987-096A","18575"
"1987-096D","18578","ROCKET BODY","SL-12 R/B(2)","CIS","1987-11-26","TTMTR","","1432.07","13.80","35782","35634","","","0","LARGE","7289","1987","96","D","Y","SL-12 R/B(2)","1987-096D","18578"
"1987-096G","44572","DEBRIS","COSMOS 1897 DEB","CIS","1987-11-26","TTMTR","","1433.57","13.84","35786","35688","","","0","SMALL","7288","1987","96","G","Y","COSMOS 1897 DEB","1987-096G","44572"
"1987-097A","18583","PAYLOAD","USA 28","US","1987-11-29","AFETR","","1463.62","14.04","36408","36239","","","0","","7289","1987","97","A","Y","USA 28","1987-097A","18583"
"1987-097B","18584","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1987-11-29","AFETR","","1422.32","13.14","35528","35505","","","0","","7288","1987","97","B","Y","TITAN 34D TRANSTAGE R/B","1987-097B","18584"
"1987-100A","18631","PAYLOAD","RADUGA 21","CIS","1987-12-10","TTMTR","","1434.82","14.34","35778","35745","","","0","LARGE","7287","1987","100","A","Y","RADUGA 21","1987-100A","18631"
"1987-109D","18718","ROCKET BODY","SL-12 R/B(2)","CIS","1987-12-27","TTMTR","","1428.05","13.81","35879","35379","","","0","LARGE","7287","1987","109","D","Y","SL-12 R/B(2)","1987-109D","18718"
"1988-012A","18877","PAYLOAD","CS 3A","JPN","1988-02-19","TNSTA","","1467.37","15.63","36441","36352","","","0","LARGE","7289","1988","12","A","Y","CS 3A","1988-012A","18877"
"1988-014A","18922","PAYLOAD","STTW-2","PRC","1988-03-07","XSC","","1435.77","14.92","35811","35749","","","0","LARGE","7289","1988","14","A","Y","STTW-2","1988-014A","18922"
"1988-018A","18951","PAYLOAD","SPACENET 3R","US","1988-03-11","FRGUI","","1444.96","14.22","35981","35939","","","0","LARGE","7288","1988","18","A","Y","SPACENET 3R","1988-018A","18951"
"1988-018B","18952","PAYLOAD","TELECOM 1C","FR","1988-03-11","FRGUI","","1470.03","15.76","36881","36016","","","0","LARGE","7289","1988","18","B","Y","TELECOM 1C","1988-018B","18952"
"1988-028A","19017","PAYLOAD","GORIZONT 15","CIS","1988-03-31","TTMTR","","1471.94","15.33","36628","36342","","","0","LARGE","7289","1988","28","A","Y","GORIZONT 15","1988-028A","19017"
"1988-028D","19020","ROCKET BODY","SL-12 R/B(2)","CIS","1988-03-31","TTMTR","","1472.63","15.36","36600","36397","","","0","LARGE","7289","1988","28","D","Y","SL-12 R/B(2)","1988-028D","19020"
"1988-034A","19073","PAYLOAD","COSMOS 1940","CIS","1988-04-26","TTMTR","","1430.50","13.90","35743","35611","","","0","LARGE","7289","1988","34","A","Y","COSMOS 1940","1988-034A","19073"
"1988-034D","19076","ROCKET BODY","SL-12 R/B(2)","CIS","1988-04-26","TTMTR","","1438.47","14.14","35931","35735","","","0","LARGE","7289","1988","34","D","Y","SL-12 R/B(2)","1988-034D","19076"
"1988-036E","19094","ROCKET BODY","SL-12 R/B(2)","CIS","1988-05-06","TTMTR","","1424.17","13.41","35647","35459","","","0","LARGE","7289","1988","36","E","Y","SL-12 R/B(2)","1988-036E","19094"
"1988-040A","19121","PAYLOAD","NSS 513 (INTELSAT 513)","NETH","1988-05-17","FRGUI","","1460.79","15.40","36343","36194","","","0","LARGE","7286","1988","40","A","Y","NSS 513 (INTELSAT 513)","1988-040A","19121"
"1988-051A","19215","PAYLOAD","METEOSAT 3","ESA","1988-06-15","FRGUI","","1485.35","15.89","36782","36709","","","0","LARGE","7289","1988","51","A","Y","METEOSAT 3","1988-051A","19215"
"1988-051C","19217","PAYLOAD","PAS 1","US","1988-06-15","FRGUI","","1448.74","13.58","36065","36002","","","0","LARGE","7286","1988","51","C","Y","PAS 1","1988-051C","19217"
"1988-051G","43333","ROCKET BODY","METEOSAT 3 AKM","ESA","1988-06-15","FRGUI","","1446.61","14.60","36242","35743","","","0","MEDIUM","7289","1988","51","G","Y","METEOSAT 3 AKM","1988-051G","43333"
"1988-063A","19330","PAYLOAD","INSAT 1C","IND","1988-07-21","FRGUI","","1436.54","14.17","35842","35748","","","0","LARGE","7287","1988","63","A","Y","INSAT 1C","1988-063A","19330"
"1988-063B","19331","PAYLOAD","EUTE 1-F5 (ECS 5)","EUTE","1988-07-21","FRGUI","","1466.93","15.60","36443","36332","","","0","LARGE","7289","1988","63","B","Y","EUTE 1-F5 (ECS 5)","1988-063B","19331"
"1988-066A","19344","PAYLOAD","COSMOS 1961","CIS","1988-08-01","TTMTR","","1436.19","14.14","35819","35758","","","0","LARGE","7287","1988","66","A","Y","COSMOS 1961","1988-066A","19344"
"1988-066D","19347","ROCKET BODY","SL-12 R/B(2)","CIS","1988-08-01","TTMTR","","1459.58","14.72","36396","36094","","","0","LARGE","7289","1988","66","D","Y","SL-12 R/B(2)","1988-066D","19347"
"1988-071A","19397","PAYLOAD","GORIZONT 16","CIS","1988-08-18","TTMTR","","1440.38","14.21","35946","35795","","","0","LARGE","7289","1988","71","A","Y","GORIZONT 16","1988-071A","19397"
"1988-071D","19400","ROCKET BODY","SL-12 R/B(2)","CIS","1988-08-18","TTMTR","","1431.96","13.98","35769","35642","","","0","LARGE","7285","1988","71","D","Y","SL-12 R/B(2)","1988-071D","19400"
"1988-081A","19483","PAYLOAD","GSTAR 3","US","1988-09-08","FRGUI","","1436.08","14.65","35812","35760","","","0","LARGE","7289","1988","81","A","Y","GSTAR 3","1988-081A","19483"
"1988-081B","19484","PAYLOAD","SBS 5","US","1988-09-08","FRGUI","","1442.97","14.00","35958","35884","","","0","LARGE","7289","1988","81","B","Y","SBS 5","1988-081B","19484"
"1988-086A","19508","PAYLOAD","CS 3B","JPN","1988-09-16","TNSTA","","1451.31","15.06","36119","36049","","","0","LARGE","7289","1988","86","A","Y","CS 3B","1988-086A","19508"
"1988-091B","19548","PAYLOAD","TDRS 3","US","1988-09-29","AFETR","","1436.19","14.20","35946","35631","","","0","LARGE","7289","1988","91","B","Y","TDRS 3","1988-091B","19548"
"1988-091D","19550","ROCKET BODY","IUS R/B(2)","US","1988-09-29","AFETR","","1433.37","14.71","35797","35669","","","0","LARGE","7288","1988","91","D","Y","IUS R/B(2)","1988-091D","19550"
"1988-095A","19596","PAYLOAD","RADUGA 22","CIS","1988-10-20","TTMTR","","1436.95","14.18","35826","35781","","","0","LARGE","7289","1988","95","A","Y","RADUGA 22","1988-095A","19596"
"1988-095F","19777","ROCKET BODY","SL-12 R/B(2)","CIS","1988-10-20","TTMTR","","1470.32","15.10","36493","36415","","","0","LARGE","7287","1988","95","F","Y","SL-12 R/B(2)","1988-095F","19777"
"1988-098A","19621","PAYLOAD","TDF 1","FR","1988-10-28","FRGUI","","1451.73","15.26","36094","36090","","","0","LARGE","7288","1988","98","A","Y","TDF 1","1988-098A","19621"
"1988-108A","19683","PAYLOAD","EKRAN 19","CIS","1988-12-10","TTMTR","","1489.88","15.71","36935","36731","","","0","LARGE","7289","1988","108","A","Y","EKRAN 19","1988-108A","19683"
"1988-108D","19686","ROCKET BODY","SL-12 R/B(2)","CIS","1988-12-10","TTMTR","","1418.47","13.93","35496","35386","","","0","LARGE","7286","1988","108","D","Y","SL-12 R/B(2)","1988-108D","19686"
"1988-109A","19687","PAYLOAD","SKYNET 4B","UK","1988-12-11","FRGUI","","1444.61","15.06","35974","35932","","","0","LARGE","7287","1988","109","A","Y","SKYNET 4B","1988-109A","19687"
"1988-109B","19688","PAYLOAD","ASTRA 1A","SES","1988-12-11","FRGUI","","1464.36","13.66","36421","36255","","","0","LARGE","7288","1988","109","B","Y","ASTRA 1A","1988-109B","19688"
"1988-111A","19710","PAYLOAD","STTW-3","PRC","1988-12-22","XSC","","1434.97","15.08","35792","35737","","","0","LARGE","7286","1988","111","A","Y","STTW-3","1988-111A","19710"
"1989-004A","19765","PAYLOAD","GORIZONT 17","CIS","1989-01-26","TTMTR","","1453.61","14.65","36218","36039","","","0","LARGE","7288","1989","4","A","Y","GORIZONT 17","1989-004A","19765"
"1989-004F","19776","ROCKET BODY","SL-12 R/B(2)","CIS","1989-01-26","TTMTR","","1469.47","15.10","36550","36325","","","0","LARGE","7289","1989","4","F","Y","SL-12 R/B(2)","1989-004F","19776"
"1989-006A","19772","PAYLOAD","INTELSAT 515","ITSO","1989-01-27","FRGUI","","1452.96","15.02","36228","36005","","","0","LARGE","7289","1989","6","A","Y","INTELSAT 515","1989-006A","19772"
"1989-020A","19874","PAYLOAD","JCSAT 1","JPN","1989-03-06","FRGUI","","1446.75","15.05","36025","35965","","","0","LARGE","7289","1989","20","A","Y","JCSAT 1","1989-020A","19874"
"1989-020B","19876","PAYLOAD","METEOSAT 4 (MOP 1)","ESA","1989-03-06","FRGUI","","1482.85","15.93","36763","36630","","","0","LARGE","7287","1989","20","B","Y","METEOSAT 4 (MOP 1)","1989-020B","19876"
"1989-020E","20800","ROCKET BODY","METEOSAT 4 AKM","ESA","1989-03-06","FRGUI","","1433.52","13.56","36254","35218","","","0","MEDIUM","7289","1989","20","E","Y","METEOSAT 4 AKM","1989-020E","20800"
"1989-021B","19883","PAYLOAD","TDRS 4","US","1989-03-13","AFETR","","1462.16","13.06","36366","36224","","","0","LARGE","7289","1989","21","B","Y","TDRS 4","1989-021B","19883"
"1989-021D","19913","ROCKET BODY","IUS R/B(2)","US","1989-03-13","AFETR","","1431.39","12.26","35798","35591","","","0","LARGE","7289","1989","21","D","Y","IUS R/B(2)","1989-021D","19913"
"1989-027A","19919","PAYLOAD","TELE-X","SWED","1989-04-02","FRGUI","","1451.93","15.20","36123","36068","","","0","LARGE","7289","1989","27","A","Y","TELE-X","1989-027A","19919"
"1989-030A","19928","PAYLOAD","RADUGA 23","CIS","1989-04-14","TTMTR","","1434.89","14.27","35838","35688","","","0","LARGE","7288","1989","30","A","Y","RADUGA 23","1989-030A","19928"
"1989-030D","19931","ROCKET BODY","SL-12 R/B(2)","CIS","1989-04-14","TTMTR","","1470.56","15.14","36521","36395","","","0","LARGE","7289","1989","30","D","Y","SL-12 R/B(2)","1989-030D","19931"
"1989-035A","19976","PAYLOAD","USA 37","US","1989-05-10","AFETR","","1436.07","7.95","39892","31680","","","0","","7246","1989","35","A","Y","USA 37","1989-035A","19976"
"1989-035C","19983","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1989-05-10","AFETR","","1448.20","8.07","40268","31778","","","0","","7288","1989","35","C","Y","TITAN 34D TRANSTAGE R/B","1989-035C","19983"
"1989-041A","20040","PAYLOAD","SUPERBIRD A","JPN","1989-06-05","FRGUI","","1443.69","14.61","35981","35889","","","0","LARGE","7289","1989","41","A","Y","SUPERBIRD A","1989-041A","20040"
"1989-041B","20041","PAYLOAD","DFS 1","GER","1989-06-05","FRGUI","","1430.49","14.90","35723","35630","","","0","LARGE","7289","1989","41","B","Y","DFS 1","1989-041B","20041"
"1989-046A","20066","PAYLOAD","USA 39","US","1989-06-14","AFETR","","1457.22","14.48","36218","36180","","","0","","7289","1989","46","A","Y","USA 39","1989-046A","20066"
"1989-046D","20069","ROCKET BODY","IUS R/B(2)","US","1989-06-14","AFETR","","1421.55","13.98","35699","35304","","","0","","7289","1989","46","D","Y","IUS R/B(2)","1989-046D","20069"
"1989-048A","20083","PAYLOAD","RADUGA 1-1","CIS","1989-06-21","TTMTR","","1458.81","14.92","36319","36141","","","0","LARGE","7289","1989","48","A","Y","RADUGA 1-1","1989-048A","20083"
"1989-048D","20086","ROCKET BODY","SL-12 R/B(2)","CIS","1989-06-21","TTMTR","","1471.02","15.26","36570","36365","","","0","LARGE","7289","1989","48","D","Y","SL-12 R/B(2)","1989-048D","20086"
"1989-052A","20107","PAYLOAD","GORIZONT 18","CIS","1989-07-05","TTMTR","","1448.63","14.64","36188","35875","","","0","LARGE","7288","1989","52","A","Y","GORIZONT 18","1989-052A","20107"
"1989-053A","20122","PAYLOAD","OLYMPUS 1","ESA","1989-07-12","FRGUI","","1420.58","14.43","35541","35424","","","0","LARGE","7287","1989","53","A","Y","OLYMPUS 1","1989-053A","20122"
"1989-062A","20168","PAYLOAD","TVSAT 2","GER","1989-08-08","FRGUI","","1442.22","14.63","35932","35880","","","0","LARGE","7289","1989","62","A","Y","TVSAT 2","1989-062A","20168"
"1989-067A","20193","PAYLOAD","SIRIUS W (MARCOPOLO 1)","SWED","1989-08-27","AFETR","","1451.83","14.29","36148","36040","","","0","LARGE","7288","1989","67","A","Y","SIRIUS W (MARCOPOLO 1)","1989-067A","20193"
"1989-069A","20202","PAYLOAD","USA 43","US","1989-09-04","AFETR","","1460.27","14.98","36307","36210","","","0","","7289","1989","69","A","Y","USA 43","1989-069A","20202"
"1989-069B","20203","PAYLOAD","USA 44","US","1989-09-04","AFETR","","1452.78","13.79","36180","36045","","","0","","7289","1989","69","B","Y","USA 44","1989-069B","20203"
"1989-069D","20205","ROCKET BODY","TITAN 34D TRANSTAGE R/B","US","1989-09-04","AFETR","","1422.34","13.87","35809","35225","","","0","","7289","1989","69","D","Y","TITAN 34D TRANSTAGE R/B","1989-069D","20205"
"1989-070A","20217","PAYLOAD","HIMAWARI 4 (GMS 4)","JPN","1989-09-05","TNSTA","","1478.27","15.78","36814","36402","","","0","LARGE","7287","1989","70","A","Y","HIMAWARI 4 (GMS 4)","1989-070A","20217"
"1989-070C","20317","ROCKET BODY","HIMAWARI 4 AKM","JPN","1989-09-05","TNSTA","","1458.07","14.62","37269","35162","","","0","MEDIUM","7289","1989","70","C","Y","HIMAWARI 4 AKM","1989-070C","20317"
"1989-077A","20253","PAYLOAD","FLTSATCOM 8 (USA 46)","US","1989-09-25","AFETR","","1436.09","13.04","35806","35766","","","0","LARGE","7288","1989","77","A","Y","FLTSATCOM 8 (USA 46)","1989-077A","20253"
"1989-081A","20263","PAYLOAD","GORIZONT 19","CIS","1989-09-28","TTMTR","","1435.02","14.39","35782","35749","","","0","LARGE","7289","1989","81","A","Y","GORIZONT 19","1989-081A","20263"
"1989-081D","20266","ROCKET BODY","SL-12 R/B(2)","CIS","1989-09-28","TTMTR","","1431.42","14.23","35824","35566","","","0","LARGE","7289","1989","81","D","Y","SL-12 R/B(2)","1989-081D","20266"
"1989-087A","20315","PAYLOAD","INTELSAT 602","ITSO","1989-10-27","FRGUI","","1454.48","13.05","36156","36135","","","0","LARGE","7289","1989","87","A","Y","INTELSAT 602","1989-087A","20315"
"1989-090B","20355","PAYLOAD","USA 48","US","1989-11-23","AFETR","","1429.52","18.21","36846","34469","","","0","","7273","1989","90","B","Y","USA 48","1989-090B","20355"
"1989-090D","20357","ROCKET BODY","IUS R/B(2)","US","1989-11-23","AFETR","","1446.98","18.41","37426","34573","","","0","","7288","1989","90","D","Y","IUS R/B(2)","1989-090D","20357"
"1989-098A","20367","PAYLOAD","RADUGA 24","CIS","1989-12-15","TTMTR","","1437.04","14.76","35819","35791","","","0","LARGE","7276","1989","98","A","Y","RADUGA 24","1989-098A","20367"
"1989-098D","20370","ROCKET BODY","SL-12 R/B(2)","CIS","1989-12-15","TTMTR","","1471.61","15.62","36549","36408","","","0","LARGE","7289","1989","98","D","Y","SL-12 R/B(2)","1989-098D","20370"
"1989-101A","20391","PAYLOAD","COSMOS 2054","CIS","1989-12-27","TTMTR","","1436.58","14.47","35822","35771","","","0","LARGE","7289","1989","101","A","Y","COSMOS 2054","1989-101A","20391"
"1989-101D","20394","ROCKET BODY","SL-12 R/B(2)","CIS","1989-12-27","TTMTR","","1465.71","15.22","36388","36341","","","0","LARGE","7288","1989","101","D","Y","SL-12 R/B(2)","1989-101D","20394"
"1989-101G","21648","DEBRIS","COSMOS 2054 DEB","CIS","1989-12-27","TTMTR","","1471.62","15.36","36585","36373","","","0","MEDIUM","7287","1989","101","G","Y","COSMOS 2054 DEB","1989-101G","21648"
"1990-001A","20401","PAYLOAD","SKYNET 4A","UK","1990-01-01","AFETR","","1454.61","13.32","36201","36095","","","0","LARGE","7288","1990","1","A","Y","SKYNET 4A","1990-001A","20401"
"1990-001B","20402","PAYLOAD","JCSAT 2","JPN","1990-01-01","AFETR","","1461.34","14.18","36538","36020","","","0","LARGE","7289","1990","1","B","Y","JCSAT 2","1990-001B","20402"
"1990-002B","20410","PAYLOAD","LEASAT 5","US","1990-01-09","AFETR","","1445.88","11.72","36019","35937","","","0","LARGE","7289","1990","2","B","Y","LEASAT 5","1990-002B","20410"
"1990-011A","20473","PAYLOAD","STTW-4","PRC","1990-02-04","XSC","","1436.61","15.09","35826","35767","","","0","LARGE","7289","1990","11","A","Y","STTW-4","1990-011A","20473"
"1990-016A","20499","PAYLOAD","RADUGA 25","CIS","1990-02-15","TTMTR","","1435.67","14.51","35793","35764","","","0","LARGE","7288","1990","16","A","Y","RADUGA 25","1990-016A","20499"
"1990-016D","20502","ROCKET BODY","SL-12 R/B(2)","CIS","1990-02-15","TTMTR","","1439.88","14.60","36009","35713","","","0","LARGE","7289","1990","16","D","Y","SL-12 R/B(2)","1990-016D","20502"
"1990-021A","20523","PAYLOAD","INTELSAT 603","ITSO","1990-03-14","AFETR","","1447.46","12.57","36054","35963","","","0","LARGE","7289","1990","21","A","Y","INTELSAT 603","1990-021A","20523"
"1990-030A","20558","PAYLOAD","ASIASAT 1","AC","1990-04-07","XSC","","1451.02","14.52","36108","36048","","","0","LARGE","7287","1990","30","A","Y","ASIASAT 1","1990-030A","20558"
"1990-034A","20570","PAYLOAD","NEWSAT-1 (PALAPA B2R)","US","1990-04-13","AFETR","","1446.84","13.93","36045","35948","","","0","MEDIUM","7287","1990","34","A","Y","NEWSAT-1 (PALAPA B2R)","1990-034A","20570"
"1990-051A","20643","PAYLOAD","INSAT 1D","IND","1990-06-12","AFETR","","1436.14","14.73","35843","35732","","","0","LARGE","7288","1990","51","A","Y","INSAT 1D","1990-051A","20643"
"1990-054A","20659","PAYLOAD","GORIZONT 20","CIS","1990-06-20","TTMTR","","1435.72","14.72","35791","35768","","","0","LARGE","7288","1990","54","A","Y","GORIZONT 20","1990-054A","20659"
"1990-054D","20662","ROCKET BODY","SL-12 R/B(2)","CIS","1990-06-20","TTMTR","","1432.57","14.61","35798","35637","","","0","LARGE","7284","1990","54","D","Y","SL-12 R/B(2)","1990-054D","20662"
"1990-056A","20667","PAYLOAD","INTELSAT 604","ITSO","1990-06-23","AFETR","","1462.90","13.08","36348","36272","","","0","LARGE","7289","1990","56","A","Y","INTELSAT 604","1990-056A","20667"
"1990-061A","20693","PAYLOAD","COSMOS 2085","CIS","1990-07-18","TTMTR","","1436.14","14.67","35815","35760","","","0","MEDIUM","7286","1990","61","A","Y","COSMOS 2085","1990-061A","20693"
"1990-061D","20696","ROCKET BODY","SL-12 R/B(2)","CIS","1990-07-18","TTMTR","","1435.01","14.65","35889","35641","","","0","LARGE","7289","1990","61","D","Y","SL-12 R/B(2)","1990-061D","20696"
"1990-063A","20705","PAYLOAD","TDF 2","FR","1990-07-24","FRGUI","","1460.33","14.87","36452","36067","","","0","LARGE","7289","1990","63","A","Y","TDF 2","1990-063A","20705"
"1990-063B","20706","PAYLOAD","DFS 2","GER","1990-07-24","FRGUI","","1446.48","13.69","36013","35967","","","0","LARGE","7289","1990","63","B","Y","DFS 2","1990-063B","20706"
"1990-074A","20762","PAYLOAD","THOR 1 (MARCOPOLO 2)","NOR","1990-08-18","AFETR","","1451.46","13.37","36107","36067","","","0","LARGE","7289","1990","74","A","Y","THOR 1 (MARCOPOLO 2)","1990-074A","20762"
"1990-077A","20771","PAYLOAD","BS-3A (YURI 3A)","JPN","1990-08-28","TNSTA","","1457.35","15.34","36232","36171","","","0","LARGE","7285","1990","77","A","Y","BS-3A (YURI 3A)","1990-077A","20771"
"1990-079A","20776","PAYLOAD","SKYNET 4C","UK","1990-08-30","FRGUI","","1436.08","13.97","35796","35777","","","0","LARGE","7289","1990","79","A","Y","SKYNET 4C","1990-079A","20776"
"1990-079B","20777","PAYLOAD","EUTE 2-F1","EUTE","1990-08-30","FRGUI","","1449.49","14.60","36063","36034","","","0","LARGE","7289","1990","79","B","Y","EUTE 2-F1","1990-079B","20777"
"1990-091A","20872","PAYLOAD","SBS 6","US","1990-10-12","FRGUI","","1454.62","9.34","36183","36114","","","0","LARGE","7289","1990","91","A","Y","SBS 6","1990-091A","20872"
"1990-091B","20873","PAYLOAD","GALAXY 6","US","1990-10-12","FRGUI","","1443.44","12.50","35941","35920","","","0","LARGE","7289","1990","91","B","Y","GALAXY 6","1990-091B","20873"
"1990-093A","20918","PAYLOAD","INMARSAT 2-F1","IM","1990-10-30","AFETR","","1456.33","12.03","36237","36126","","","0","LARGE","7289","1990","93","A","Y","INMARSAT 2-F1","1990-093A","20918"
"1990-094A","20923","PAYLOAD","GORIZONT 21","CIS","1990-11-03","TTMTR","","1437.51","14.70","35820","35809","","","0","LARGE","7287","1990","94","A","Y","GORIZONT 21","1990-094A","20923"
"1990-094D","20926","ROCKET BODY","SL-12 R/B(2)","CIS","1990-11-03","TTMTR","","1427.64","14.51","35773","35469","","","0","LARGE","7288","1990","94","D","Y","SL-12 R/B(2)","1990-094D","20926"
"1990-095A","20929","PAYLOAD","USA 65","US","1990-11-13","AFETR","","1463.43","15.28","36367","36273","","","0","","7289","1990","95","A","Y","USA 65","1990-095A","20929"
"1990-095D","20932","ROCKET BODY","IUS R/B(2)","US","1990-11-13","AFETR","","1450.77","15.28","36122","36024","","","0","","7289","1990","95","D","Y","IUS R/B(2)","1990-095D","20932"
"1990-097B","20963","PAYLOAD","USA 67","US","1990-11-15","AFETR","","1460.68","16.35","36325","36208","","","0","","7165","1990","97","B","Y","USA 67","1990-097B","20963"
"1990-100A","20945","PAYLOAD","SATCOM C1","US","1990-11-20","FRGUI","","1451.89","11.43","36173","36017","","","0","LARGE","7288","1990","100","A","Y","SATCOM C1","1990-100A","20945"
"1990-100B","20946","PAYLOAD","GSTAR 4","US","1990-11-20","FRGUI","","1452.47","12.73","36154","36059","","","0","LARGE","7289","1990","100","B","Y","GSTAR 4","1990-100B","20946"
"1990-102A","20953","PAYLOAD","GORIZONT 22","CIS","1990-11-23","TTMTR","","1436.80","14.65","35829","35771","","","0","LARGE","7289","1990","102","A","Y","GORIZONT 22","1990-102A","20953"
"1990-102D","21046","ROCKET BODY","SL-12 R/B(2)","CIS","1990-11-23","TTMTR","","1471.37","15.50","36539","36409","","","0","LARGE","7288","1990","102","D","Y","SL-12 R/B(2)","1990-102D","21046"
"1990-112A","21016","PAYLOAD","RADUGA 26","CIS","1990-12-20","TTMTR","","1435.73","14.70","35815","35744","","","0","LARGE","7289","1990","112","A","Y","RADUGA 26","1990-112A","21016"
"1990-112D","21019","ROCKET BODY","SL-12 R/B(2)","CIS","1990-12-20","TTMTR","","1439.51","14.74","35962","35745","","","0","LARGE","7289","1990","112","D","Y","SL-12 R/B(2)","1990-112D","21019"
"1990-116A","21038","PAYLOAD","RADUGA 1-2","CIS","1990-12-27","TTMTR","","1436.46","14.73","35831","35757","","","0","LARGE","7289","1990","116","A","Y","RADUGA 1-2","1990-116A","21038"
"1990-116D","21041","ROCKET BODY","SL-12 R/B(2)","CIS","1990-12-27","TTMTR","","1470.24","15.51","36612","36292","","","0","LARGE","7284","1990","116","D","Y","SL-12 R/B(2)","1990-116D","21041"
