INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1992-082A","22245","PAYLOAD","GORIZONT 27","CIS","1992-11-27","TTMTR","","1436.95","14.92","35874","35733","","","0","LARGE","7289","1992","82","A","Y","GORIZONT 27","1992-082A","22245"
"1992-088A","22269","PAYLOAD","COSMOS 2224","CIS","1992-12-17","TTMTR","","1436.06","14.46","35796","35776","","","0","LARGE","7289","1992","88","A","Y","COSMOS 2224","1992-088A","22269"
"1992-088D","22272","ROCKET BODY","SL-12 R/B(2)","CIS","1992-12-17","TTMTR","","1438.86","14.51","35887","35795","","","0","LARGE","7289","1992","88","D","Y","SL-12 R/B(2)","1992-088D","22272"
"1993-003B","22314","PAYLOAD","TDRS 6","US","1993-01-13","AFETR","","1435.97","14.03","35820","35749","","","0","LARGE","7289","1993","3","B","Y","TDRS 6","1993-003B","22314"
"1993-003D","22316","ROCKET BODY","IUS R/B(2)","US","1993-01-13","AFETR","","1438.25","13.18","36126","35532","","","0","LARGE","7289","1993","3","D","Y","IUS R/B(2)","1993-003D","22316"
"1993-013A","22557","PAYLOAD","RADUGA 29","CIS","1993-03-25","TTMTR","","1435.50","14.92","35802","35748","","","0","LARGE","7289","1993","13","A","Y","RADUGA 29","1993-013A","22557"
"1993-039A","22694","PAYLOAD","HGS 4 (GALAXY 4)","US","1993-06-25","FRGUI","","1436.18","14.57","35831","35746","","","0","LARGE","7288","1993","39","A","Y","HGS 4 (GALAXY 4)","1993-039A","22694"
"1993-046C","22738","ROCKET BODY","IABS R/B","US","1993-07-19","AFETR","","1409.87","14.34","35635","34908","","","0","","7288","1993","46","C","Y","IABS R/B","1993-046C","22738"
"1993-056A","22787","PAYLOAD","UFO 2 (USA 95)","US","1993-09-03","AFETR","","1436.06","11.27","35807","35765","","","0","SMALL","7289","1993","56","A","Y","UFO 2 (USA 95)","1993-056A","22787"
"1993-058B","22796","PAYLOAD","ACTS","US","1993-09-12","AFETR","","1436.09","14.53","35963","35610","","","0","LARGE","7282","1993","58","B","Y","ACTS","1993-058B","22796"
"1993-062A","22836","PAYLOAD","RADUGA 30","CIS","1993-09-30","TTMTR","","1436.21","14.89","35813","35765","","","0","MEDIUM","7289","1993","62","A","Y","RADUGA 30","1993-062A","22836"
"1993-062D","22839","ROCKET BODY","SL-12 R/B(2)","CIS","1993-09-30","TTMTR","","1436.95","14.85","35867","35740","","","0","LARGE","7289","1993","62","D","Y","SL-12 R/B(2)","1993-062D","22839"
"1993-069D","22883","ROCKET BODY","SL-12 R/B(2)","CIS","1993-10-28","TTMTR","","1433.25","14.77","35772","35690","","","0","LARGE","7285","1993","69","D","Y","SL-12 R/B(2)","1993-069D","22883"
"1993-072A","22907","PAYLOAD","GORIZONT 29","CIS","1993-11-18","TTMTR","","1438.24","14.84","35890","35767","","","0","LARGE","7289","1993","72","A","Y","GORIZONT 29","1993-072A","22907"
"1993-073A","22911","PAYLOAD","SOLIDARIDAD 1","MEX","1993-11-20","FRGUI","","1436.17","13.62","35797","35779","","","0","LARGE","7286","1993","73","A","Y","SOLIDARIDAD 1","1993-073A","22911"
"1993-073E","23118","ROCKET BODY","METEOSAT 6 AKM","ESA","1993-11-20","FRGUI","","1439.95","15.08","36161","35562","","","0","MEDIUM","7289","1993","73","E","Y","METEOSAT 6 AKM","1993-073E","23118"
"1993-077A","22927","PAYLOAD","TELSTAR 401","US","1993-12-16","AFETR","","1436.31","14.91","35838","35743","","","0","LARGE","7287","1993","77","A","Y","TELSTAR 401","1993-077A","22927"
"1994-002A","22963","PAYLOAD","GALS 1","CIS","1994-01-20","TTMTR","","1437.08","14.66","35825","35786","","","0","LARGE","7289","1994","2","A","Y","GALS 1","1994-002A","22963"
"1994-008A","22981","PAYLOAD","RADUGA 1-3","CIS","1994-02-05","TTMTR","","1436.13","14.92","35810","35765","","","0","LARGE","7289","1994","8","A","Y","RADUGA 1-3","1994-008A","22981"
"1994-009A","22988","PAYLOAD","USA 99","US","1994-02-07","AFETR","","1436.06","14.06","35792","35780","","","0","","7289","1994","9","A","Y","USA 99","1994-009A","22988"
"1994-009B","22989","ROCKET BODY","TITAN 4 CENTAUR R/B","US","1994-02-07","AFETR","","1431.68","13.77","35735","35665","","","0","","7288","1994","9","B","Y","TITAN 4 CENTAUR R/B","1994-009B","22989"
"1994-012A","23010","PAYLOAD","RADUGA 31","CIS","1994-02-18","TTMTR","","1435.45","14.89","35800","35748","","","0","LARGE","7289","1994","12","A","Y","RADUGA 31","1994-012A","23010"
"1994-030A","23108","PAYLOAD","GORIZONT 30","CIS","1994-05-20","TTMTR","","1435.97","14.82","35798","35771","","","0","LARGE","7288","1994","30","A","Y","GORIZONT 30","1994-030A","23108"
"1994-035A","23132","PAYLOAD","UFO 3 (USA 104)","US","1994-06-24","AFETR","","1435.57","11.47","35799","35754","","","0","LARGE","7289","1994","35","A","Y","UFO 3 (USA 104)","1994-035A","23132"
"1994-038A","23168","PAYLOAD","COSMOS 2282","CIS","1994-07-06","TTMTR","","1436.06","14.18","35837","35734","","","0","LARGE","7288","1994","38","A","Y","COSMOS 2282","1994-038A","23168"
"1994-054A","23223","PAYLOAD","USA 105","US","1994-08-27","AFETR","","1436.03","11.80","35906","35664","","","0","","7246","1994","54","A","Y","USA 105","1994-054A","23223"
"1994-060A","23267","PAYLOAD","COSMOS 2291","CIS","1994-09-21","TTMTR","","1436.45","14.75","35804","35783","","","0","LARGE","7289","1994","60","A","Y","COSMOS 2291","1994-060A","23267"
"1994-060D","23270","ROCKET BODY","SL-12 R/B(2)","CIS","1994-09-21","TTMTR","","1438.92","14.81","35886","35797","","","0","LARGE","7289","1994","60","D","Y","SL-12 R/B(2)","1994-060D","23270"
"1994-067D","23322","ROCKET BODY","SL-12 R/B(2)","CIS","1994-10-13","TTMTR","","1435.67","14.97","35823","35734","","","0","LARGE","7287","1994","67","D","Y","SL-12 R/B(2)","1994-067D","23322"
"1994-069A","23327","PAYLOAD","ELEKTRO (GOMS)","CIS","1994-10-31","TTMTR","","1435.93","15.10","35794","35772","","","0","SMALL","7288","1994","69","A","Y","ELEKTRO (GOMS)","1994-069A","23327"
"1994-069D","23330","ROCKET BODY","SL-12 R/B(2)","CIS","1994-10-31","TTMTR","","1438.33","15.09","35930","35730","","","0","LARGE","7289","1994","69","D","Y","SL-12 R/B(2)","1994-069D","23330"
"1994-070A","23331","PAYLOAD","ASTRA 1D","SES","1994-11-01","FRGUI","","1436.09","9.04","35803","35770","","","0","LARGE","7289","1994","70","A","Y","ASTRA 1D","1994-070A","23331"
"1994-080A","23415","PAYLOAD","DFH-3 1","PRC","1994-11-29","XSC","","1426.26","14.80","36017","35170","","","0","LARGE","7289","1994","80","A","Y","DFH-3 1","1994-080A","23415"
"1994-082A","23426","PAYLOAD","LUCH","CIS","1994-12-16","TTMTR","","1437.25","14.78","35827","35792","","","0","LARGE","7289","1994","82","A","Y","LUCH","1994-082A","23426"
"1994-082D","23429","ROCKET BODY","SL-12 R/B(2)","CIS","1994-12-16","TTMTR","","1428.70","14.66","35770","35513","","","0","LARGE","7288","1994","82","D","Y","SL-12 R/B(2)","1994-082D","23429"
"1994-082G","44582","DEBRIS","LUCH DEB","CIS","1994-12-16","TTMTR","","1429.95","14.69","35770","35562","","","0","SMALL","7287","1994","82","G","Y","LUCH DEB","1994-082G","44582"
"1994-084A","23435","PAYLOAD","USA 107","US","1994-12-22","AFETR","","1436.08","14.55","35796","35776","","","0","LARGE","7287","1994","84","A","Y","USA 107","1994-084A","23435"
"1994-084D","23438","ROCKET BODY","IUS R/B(2)","US","1994-12-22","AFETR","","1423.14","14.26","35552","35514","","","0","","6916","1994","84","D","Y","IUS R/B(2)","1994-084D","23438"
"1994-087A","23448","PAYLOAD","RADUGA 32","CIS","1994-12-28","TTMTR","","1436.17","14.77","35798","35778","","","0","LARGE","7287","1994","87","A","Y","RADUGA 32","1994-087A","23448"
"1994-087D","23451","ROCKET BODY","SL-12 R/B(2)","CIS","1994-12-28","TTMTR","","1438.77","14.79","35894","35784","","","0","LARGE","7288","1994","87","D","Y","SL-12 R/B(2)","1994-087D","23451"
"1995-003A","23467","PAYLOAD","UFO 4 (USA 108)","US","1995-01-29","AFETR","","1436.08","9.91","35811","35762","","","0","LARGE","7289","1995","3","A","Y","UFO 4 (USA 108)","1995-003A","23467"
"1995-011D","23524","ROCKET BODY","HIMAWARI 5 AKM","JPN","1995-03-18","TNSTA","","1422.16","14.35","36462","34565","","","0","MEDIUM","7289","1995","11","D","Y","HIMAWARI 5 AKM","1995-011D","23524"
"1995-019A","23553","PAYLOAD","AMSC 1","US","1995-04-07","AFETR","","1436.09","11.21","35834","35739","","","0","LARGE","7289","1995","19","A","Y","AMSC 1","1995-019A","23553"
"1995-022A","23567","PAYLOAD","USA 110","US","1995-05-14","AFETR","","1436.07","14.80","35926","35646","","","0","","7265","1995","22","A","Y","USA 110","1995-022A","23567"
"1995-022B","23568","ROCKET BODY","TITAN 4 CENTAUR R/B","US","1995-05-14","AFETR","","1431.96","16.84","35758","35653","","","0","","7289","1995","22","B","Y","TITAN 4 CENTAUR R/B","1995-022B","23568"
"1995-035B","23613","PAYLOAD","TDRS 7","US","1995-07-13","AFETR","","1436.06","14.21","35925","35646","","","0","LARGE","7288","1995","35","B","Y","TDRS 7","1995-035B","23613"
"1995-035D","23615","ROCKET BODY","IUS R/B(2)","US","1995-07-13","AFETR","","1432.74","16.95","35766","35676","","","0","LARGE","7287","1995","35","D","Y","IUS R/B(2)","1995-035D","23615"
"1995-038A","23628","PAYLOAD","USA 113","US","1995-07-31","AFETR","","1436.09","11.39","35794","35779","","","0","LARGE","7289","1995","38","A","Y","USA 113","1995-038A","23628"
"1995-038C","23648","ROCKET BODY","ATLAS 2 CENTAUR R/B(2)","US","1995-07-31","AFETR","","1421.95","14.75","35574","35445","","","0","","7289","1995","38","C","Y","ATLAS 2 CENTAUR R/B(2)","1995-038C","23648"
"1995-045A","23653","PAYLOAD","COSMOS 2319","CIS","1995-08-30","TTMTR","","1436.51","14.62","35801","35788","","","0","LARGE","7288","1995","45","A","Y","COSMOS 2319","1995-045A","23653"
"1995-045D","23656","ROCKET BODY","SL-12 R/B(2)","CIS","1995-08-30","TTMTR","","1437.73","14.64","35922","35715","","","0","LARGE","7289","1995","45","D","Y","SL-12 R/B(2)","1995-045D","23656"
"1995-049A","23670","PAYLOAD","TELSTAR 4 (TELSTAR 402R)","US","1995-09-24","FRGUI","","1435.94","11.81","35809","35758","","","0","LARGE","7289","1995","49","A","Y","TELSTAR 4 (TELSTAR 402R)","1995-049A","23670"
"1995-054A","23680","PAYLOAD","LUCH 1","CIS","1995-10-11","TTMTR","","1436.15","14.56","35828","35748","","","0","LARGE","7287","1995","54","A","Y","LUCH 1","1995-054A","23680"
"1995-054D","23683","ROCKET BODY","SL-12 R/B(2)","CIS","1995-10-11","TTMTR","","1437.68","14.54","35921","35714","","","0","LARGE","7288","1995","54","D","Y","SL-12 R/B(2)","1995-054D","23683"
"1995-060A","23712","PAYLOAD","USA 115","US","1995-11-06","AFETR","","1436.10","13.18","35802","35771","","","0","","7287","1995","60","A","Y","USA 115","1995-060A","23712"
"1995-060B","23713","ROCKET BODY","TITAN 401 CENTAUR R/B","US","1995-11-06","AFETR","","1431.65","14.00","35821","35578","","","0","","7289","1995","60","B","Y","TITAN 401 CENTAUR R/B","1995-060B","23713"
"1995-062A","23715","PAYLOAD","ISO","ESA","1995-11-17","FRGUI","","1411.56","0.66","70040","570","","","0","LARGE","7289","1995","62","A","Y","ISO","1995-062A","23715"
"1995-062C","24700","DEBRIS","ISO DEB","ESA","1995-11-17","FRGUI","","1434.60","6.39","70433","1081","","","0","MEDIUM","7289","1995","62","C","Y","ISO DEB","1995-062C","24700"
"1995-063D","23720","ROCKET BODY","SL-12 R/B(2)","CIS","1995-11-17","TTMTR","","1434.45","14.91","35921","35587","","","0","LARGE","7289","1995","63","D","Y","SL-12 R/B(2)","1995-063D","23720"
"1995-069A","23741","PAYLOAD","GALAXY 3R","US","1995-12-15","AFETR","","1436.52","11.17","35832","35757","","","0","LARGE","7288","1995","69","A","Y","GALAXY 3R","1995-069A","23741"
"1996-021A","23842","PAYLOAD","ASTRA 1F","SES","1996-04-08","TTMTR","","1436.07","0.08","35805","35767","","","0","LARGE","7288","1996","21","A","Y","ASTRA 1F","1996-021A","23842"
"1996-022A","23846","PAYLOAD","MSAT M1","CA","1996-04-20","FRGUI","","1436.08","9.21","35821","35751","","","0","LARGE","7288","1996","22","A","Y","MSAT M1","1996-022A","23846"
"1996-026A","23855","PAYLOAD","USA 118","US","1996-04-24","AFETR","","1436.16","9.14","37421","34155","","","0","","7273","1996","26","A","Y","USA 118","1996-026A","23855"
"1996-034A","23880","PAYLOAD","GORIZONT 32","CIS","1996-05-25","TTMTR","","1436.84","14.41","35855","35748","","","0","LARGE","7289","1996","34","A","Y","GORIZONT 32","1996-034A","23880"
"1996-040B","23949","PAYLOAD","TURKSAT 1C","TURK","1996-07-09","FRGUI","","1434.64","8.69","35773","35743","","","0","LARGE","7289","1996","40","B","Y","TURKSAT 1C","1996-040B","23949"
"1996-042A","23967","PAYLOAD","UFO 7 (USA 127)","US","1996-07-25","AFETR","","1434.49","9.20","35797","35713","","","0","LARGE","7286","1996","42","A","Y","UFO 7 (USA 127)","1996-042A","23967"
"1996-044A","24208","PAYLOAD","ITALSAT 2","IT","1996-08-08","FRGUI","","1428.77","12.60","35747","35539","","","0","LARGE","7288","1996","44","A","Y","ITALSAT 2","1996-044A","24208"
"1996-054A","24315","PAYLOAD","AMC-1 (GE-1)","SES","1996-09-08","AFETR","","1436.08","3.82","35799","35773","","","0","LARGE","7289","1996","54","A","Y","AMC-1 (GE-1)","1996-054A","24315"
"1996-055A","24313","PAYLOAD","ECHOSTAR 2","US","1996-09-11","FRGUI","","1435.06","8.47","35827","35706","","","0","LARGE","7289","1996","55","A","Y","ECHOSTAR 2","1996-055A","24313"
"1996-058A","24435","PAYLOAD","EXPRESS 2","CIS","1996-09-26","TTMTR","","1436.74","14.65","35858","35740","","","0","LARGE","7289","1996","58","A","Y","EXPRESS 2","1996-058A","24435"
"1996-058D","24438","ROCKET BODY","SL-12 R/B(2)","CIS","1996-09-26","TTMTR","","1436.10","14.82","35840","35733","","","0","LARGE","7289","1996","58","D","Y","SL-12 R/B(2)","1996-058D","24438"
"1996-070A","24674","PAYLOAD","INMARSAT 3-F3","IM","1996-12-18","AFETR","","1436.10","5.50","35814","35759","","","0","LARGE","7287","1996","70","A","Y","INMARSAT 3-F3","1996-070A","24674"
"1997-002A","24713","PAYLOAD","AMC-2 (GE-2)","SES","1997-01-30","FRGUI","","1436.08","6.27","35812","35761","","","0","LARGE","7288","1997","2","A","Y","AMC-2 (GE-2)","1997-002A","24713"
"1997-007A","24732","PAYLOAD","INTELSAT 26 (JCSAT 4)","ITSO","1997-02-17","AFETR","","1436.07","8.97","35819","35753","","","0","LARGE","7288","1997","7","A","Y","INTELSAT 26 (JCSAT 4)","1997-007A","24732"
"1997-008A","24737","PAYLOAD","USA 130","US","1997-02-23","AFETR","","1436.24","13.55","35794","35784","","","0","","7289","1997","8","A","Y","USA 130","1997-008A","24737"
"1997-021A","24798","PAYLOAD","DFH-3 2","PRC","1997-05-11","XSC","","1435.06","11.62","35818","35714","","","0","LARGE","7289","1997","21","A","Y","DFH-3 2","1997-021A","24798"
"1997-026A","24812","PAYLOAD","GALAXY 25 (TELSTAR 5)","US","1997-05-24","TTMTR","","1436.09","1.80","35798","35775","","","0","LARGE","7289","1997","26","A","Y","GALAXY 25 (TELSTAR 5)","1997-026A","24812"
"1997-029D","43355","DEBRIS","FENGYUN 2A DEB","PRC","1997-06-10","XSC","","1436.93","14.63","36295","35310","","","0","SMALL","7286","1997","29","D","Y","FENGYUN 2A DEB","1997-029D","43355"
"1997-041A","24894","PAYLOAD","COSMOS 2345","CIS","1997-08-14","TTMTR","","1436.33","14.13","36479","35104","","","0","LARGE","7289","1997","41","A","Y","COSMOS 2345","1997-041A","24894"
"1997-041D","24897","ROCKET BODY","SL-12 R/B(2)","CIS","1997-08-14","TTMTR","","1439.99","14.21","37373","34353","","","0","LARGE","7288","1997","41","D","Y","SL-12 R/B(2)","1997-041D","24897"
"1997-046A","24916","PAYLOAD","INTELSAT 5 (PAS 5)","US","1997-08-28","TTMTR","","1436.06","5.60","35801","35771","","","0","LARGE","7289","1997","46","A","Y","INTELSAT 5 (PAS 5)","1997-046A","24916"
"1997-049A","24931","PAYLOAD","W75/ABS-1B (HOT BIRD 3)","EUTE","1997-09-02","FRGUI","","1405.14","7.88","35308","35049","","","0","LARGE","7288","1997","49","A","Y","W75/ABS-1B (HOT BIRD 3)","1997-049A","24931"
"1997-049E","25353","ROCKET BODY","METEOSAT 7 AKM","ESA","1997-09-02","FRGUI","","1430.84","13.75","36010","35357","","","0","MEDIUM","7288","1997","49","E","Y","METEOSAT 7 AKM","1997-049E","25353"
"1997-050A","24936","PAYLOAD","AMC-3 (GE-3)","SES","1997-09-04","AFETR","","1436.09","2.68","35799","35774","","","0","LARGE","7289","1997","50","A","Y","AMC-3 (GE-3)","1997-050A","24936"
"1997-053A","24957","PAYLOAD","NSS 5 (INTELSAT 803)","NETH","1997-09-23","FRGUI","","1436.12","5.86","35803","35771","","","0","LARGE","7287","1997","53","A","Y","NSS 5 (INTELSAT 803)","1997-053A","24957"
"1997-065A","25019","PAYLOAD","USA 134","US","1997-10-25","AFETR","","1436.08","10.16","35818","35755","","","0","LARGE","7289","1997","65","A","Y","USA 134","1997-065A","25019"
"1997-065C","25021","ROCKET BODY","IABS R/B","US","1997-10-25","AFETR","","1425.00","14.48","35698","35440","","","0","LARGE","7289","1997","65","C","Y","IABS R/B","1997-065C","25021"
"1997-070A","25045","PAYLOAD","KUPON","CIS","1997-11-12","TTMTR","","1436.58","14.61","35819","35772","","","0","MEDIUM","7289","1997","70","A","Y","KUPON","1997-070A","25045"
"1997-071B","25050","PAYLOAD","INDOSTAR 1","INDO","1997-11-11","FRGUI","","1436.90","10.48","35828","35776","","","0","LARGE","7288","1997","71","B","Y","INDOSTAR 1","1997-071B","25050"
"1997-076A","25071","PAYLOAD","ASTRA 1G","SES","1997-12-02","TTMTR","","1436.05","4.50","35802","35770","","","0","LARGE","7289","1997","76","A","Y","ASTRA 1G","1997-076A","25071"
"1997-083A","25110","PAYLOAD","INTELSAT 804","ITSO","1997-12-21","FRGUI","","1437.65","10.90","35851","35783","","","0","LARGE","7289","1997","83","A","Y","INTELSAT 804","1997-083A","25110"
"1997-086A","25126","PAYLOAD","HGS 1 (ASIASAT 3)","US","1997-12-24","TTMTR","","1437.59","9.52","36042","35589","","","0","LARGE","7289","1997","86","A","Y","HGS 1 (ASIASAT 3)","1997-086A","25126"
"1998-006B","25153","PAYLOAD","INMARSAT 3-F5","IM","1998-02-04","FRGUI","","1436.04","4.70","35806","35765","","","0","LARGE","7289","1998","6","B","Y","INMARSAT 3-F5","1998-006B","25153"
"1998-016A","25258","PAYLOAD","UFO 8 (USA 138)","US","1998-03-16","AFETR","","1436.07","8.62","35808","35764","","","0","LARGE","7289","1998","16","A","Y","UFO 8 (USA 138)","1998-016A","25258"
"1998-025A","25315","PAYLOAD","COSMOS 2350","CIS","1998-04-29","TTMTR","","1435.90","13.09","35811","35755","","","0","LARGE","7289","1998","25","A","Y","COSMOS 2350","1998-025A","25315"
"1998-025D","25318","ROCKET BODY","SL-12 R/B(2)","CIS","1998-04-29","TTMTR","","1439.14","13.11","35987","35705","","","0","LARGE","7289","1998","25","D","Y","SL-12 R/B(2)","1998-025D","25318"
"1998-029A","25336","PAYLOAD","USA 139","US","1998-05-09","AFETR","","1436.12","8.64","35960","35614","","","0","","7165","1998","29","A","Y","USA 139","1998-029A","25336"
"1998-029B","25337","ROCKET BODY","TITAN 4B CENTAUR R/B","US","1998-05-09","AFETR","","1437.40","9.73","36013","35611","","","0","","7288","1998","29","B","Y","TITAN 4B CENTAUR R/B","1998-029B","25337"
"1998-050A","25462","PAYLOAD","ASTRA 2A","SES","1998-08-30","TTMTR","","1436.15","1.50","35799","35776","","","0","LARGE","7289","1998","50","A","Y","ASTRA 2A","1998-050A","25462"
"1999-006A","25630","PAYLOAD","JCSAT 6","JPN","1999-02-16","AFETR","","1436.06","4.49","35794","35778","","","0","LARGE","7289","1999","6","A","Y","JCSAT 6","1999-006A","25630"
"1999-009A","25638","PAYLOAD","ARABSAT 3A","AB","1999-02-26","FRGUI","","1437.96","8.36","35866","35780","","","0","LARGE","7289","1999","9","A","Y","ARABSAT 3A","1999-009A","25638"
"1999-009B","25639","PAYLOAD","SKYNET 4E","UK","1999-02-26","FRGUI","","1436.07","10.85","35799","35773","","","0","LARGE","7287","1999","9","B","Y","SKYNET 4E","1999-009B","25639"
"1999-010A","25642","PAYLOAD","RADUGA 1-4","CIS","1999-02-28","TTMTR","","1435.53","14.86","35792","35759","","","0","LARGE","7289","1999","10","A","Y","RADUGA 1-4","1999-010A","25642"
"1999-013A","25657","PAYLOAD","ASIASAT 3S","AC","1999-03-21","TTMTR","","1436.11","4.68","35806","35768","","","0","LARGE","7287","1999","13","A","Y","ASIASAT 3S","1999-013A","25657"
"1999-027A","25740","PAYLOAD","NIMIQ 1","CA","1999-05-20","TTMTR","","1436.11","0.97","35810","35764","","","0","LARGE","7289","1999","27","A","Y","NIMIQ 1","1999-027A","25740"
"1999-042A","25880","PAYLOAD","TELKOM 1","INDO","1999-08-12","FRGUI","","1436.51","2.15","35873","35716","","","0","LARGE","7285","1999","42","A","Y","TELKOM 1","1999-042A","25880"
"1999-046A","25894","PAYLOAD","ABS 7 (KOREASAT 3)","SKOR","1999-09-04","FRGUI","","1436.10","0.85","35800","35773","","","0","LARGE","7289","1999","46","A","Y","ABS 7 (KOREASAT 3)","1999-046A","25894"
"1999-047E","25900","ROCKET BODY","SL-12 R/B(2)","CIS","1999-09-06","TTMTR","","1437.79","14.09","36270","35369","","","0","LARGE","7287","1999","47","E","Y","SL-12 R/B(2)","1999-047E","25900"
"1999-053A","25924","PAYLOAD","ABS 6 (LMI 1)","PRC","1999-09-26","TTMTR","","1436.11","0.05","35797","35777","","","0","LARGE","7289","1999","53","A","Y","ABS 6 (LMI 1)","1999-053A","25924"
"1999-059A","25949","PAYLOAD","TELSTAR 12 (ORION 2)","US","1999-10-19","FRGUI","","1436.09","3.19","35817","35756","","","0","LARGE","7288","1999","59","A","Y","TELSTAR 12 (ORION 2)","1999-059A","25949"
"1999-060A","25954","PAYLOAD","AMC-4 (GE-4)","SES","1999-11-13","FRGUI","","1436.10","0.03","35798","35775","","","0","LARGE","7288","1999","60","A","Y","AMC-4 (GE-4)","1999-060A","25954"
"1999-063A","25967","PAYLOAD","UFO 10 (USA 146)","US","1999-11-23","AFETR","","1436.00","7.81","35810","35759","","","0","MEDIUM","7288","1999","63","A","Y","UFO 10 (USA 146)","1999-063A","25967"
"1999-071A","26038","PAYLOAD","GALAXY 11","US","1999-12-22","FRGUI","","1436.09","1.08","35790","35783","","","0","LARGE","7289","1999","71","A","Y","GALAXY 11","1999-071A","26038"
"2000-001A","26052","PAYLOAD","USA 148","US","2000-01-21","AFETR","","1436.07","8.33","35799","35773","","","0","LARGE","7288","2000","1","A","Y","USA 148","2000-001A","26052"
"2000-001C","26054","ROCKET BODY","IABS R/B","US","2000-01-21","AFETR","","1423.23","13.64","35607","35462","","","0","","7289","2000","1","C","Y","IABS R/B","2000-001C","26054"
"2000-013D","26101","ROCKET BODY","SL-12 R/B(2)","CIS","2000-03-12","TTMTR","","1429.03","13.73","35702","35594","","","0","LARGE","7288","2000","13","D","Y","SL-12 R/B(2)","2000-013D","26101"
"2000-016A","26107","PAYLOAD","ASIASTAR","US","2000-03-21","FRGUI","","1436.13","3.90","35807","35767","","","0","LARGE","7289","2000","16","A","Y","ASIASTAR","2000-016A","26107"
"2000-024A","26356","PAYLOAD","USA 149","US","2000-05-08","AFETR","","1435.95","11.50","35795","35773","","","0","LARGE","7289","2000","24","A","Y","USA 149","2000-024A","26356"
"2000-028A","26369","PAYLOAD","EUTE 36A (EUTE W4)","EUTE","2000-05-24","AFETR","","1436.06","3.27","35806","35766","","","0","LARGE","7289","2000","28","A","Y","EUTE 36A (EUTE W4)","2000-028A","26369"
"2000-029A","26372","PAYLOAD","GORIZONT 33","CIS","2000-06-06","TTMTR","","1437.37","12.69","35833","35790","","","0","LARGE","7289","2000","29","A","Y","GORIZONT 33","2000-029A","26372"
"2000-029B","26373","ROCKET BODY","BREEZE-M R/B","CIS","2000-06-06","TTMTR","","1435.01","12.39","36890","34641","","","0","LARGE","7289","2000","29","B","Y","BREEZE-M R/B","2000-029B","26373"
"2000-032A","26382","PAYLOAD","FENGYUN 2B","PRC","2000-06-25","XSC","","1438.67","11.09","35861","35812","","","0","LARGE","7289","2000","32","A","Y","FENGYUN 2B","2000-032A","26382"
"2000-032C","26460","ROCKET BODY","FENGYUN 2B AKM","PRC","2000-06-25","XSC","","1438.01","13.25","35945","35703","","","0","LARGE","7289","2000","32","C","Y","FENGYUN 2B AKM","2000-032C","26460"
"2000-034A","26388","PAYLOAD","TDRS 8","US","2000-06-30","AFETR","","1435.97","9.15","35869","35700","","","0","LARGE","7289","2000","34","A","Y","TDRS 8","2000-034A","26388"
"2000-036A","26394","PAYLOAD","COSMOS 2371","CIS","2000-07-04","TTMTR","","1436.08","12.73","35810","35763","","","0","LARGE","7285","2000","36","A","Y","COSMOS 2371","2000-036A","26394"
"2000-036D","26397","ROCKET BODY","SL-12 R/B(2)","CIS","2000-07-04","TTMTR","","1436.95","12.71","35901","35706","","","0","LARGE","7289","2000","36","D","Y","SL-12 R/B(2)","2000-036D","26397"
"2000-043A","26451","PAYLOAD","INTELSAT 9 (PAS 9)","US","2000-07-28","SEAL","","1436.10","5.59","35797","35776","","","0","LARGE","7289","2000","43","A","Y","INTELSAT 9 (PAS 9)","2000-043A","26451"
"2000-046A","26469","PAYLOAD","BRAZILSAT B4","BRAZ","2000-08-17","FRGUI","","1436.10","3.88","35800","35773","","","0","LARGE","7289","2000","46","A","Y","BRAZILSAT B4","2000-046A","26469"
"2000-049A","26477","PAYLOAD","RADUGA 1-5","CIS","2000-08-28","TTMTR","","1436.23","12.65","35819","35759","","","0","LARGE","7289","2000","49","A","Y","RADUGA 1-5","2000-049A","26477"
"2000-054A","26494","PAYLOAD","ASTRA 2B","SES","2000-09-14","FRGUI","","1436.08","4.40","35808","35765","","","0","LARGE","7288","2000","54","A","Y","ASTRA 2B","2000-054A","26494"
"2000-059A","26554","PAYLOAD","NSS 11 (AAP-1)","SES","2000-10-01","TTMTR","","1436.10","0.06","35794","35779","","","0","LARGE","7289","2000","59","A","Y","NSS 11 (AAP-1)","2000-059A","26554"
"2000-065A","26575","PAYLOAD","USA 153","US","2000-10-20","AFETR","","1436.05","7.81","35792","35779","","","0","LARGE","7288","2000","65","A","Y","USA 153","2000-065A","26575"
"2000-065C","26577","ROCKET BODY","IABS R/B","US","2000-10-20","AFETR","","1423.23","13.29","35754","35315","","","0","","7289","2000","65","C","Y","IABS R/B","2000-065C","26577"
"2000-067A","26580","PAYLOAD","AMC-6 (GE-6)","SES","2000-10-21","TTMTR","","1436.13","0.02","35799","35776","","","0","LARGE","7289","2000","67","A","Y","AMC-6 (GE-6)","2000-067A","26580"
